Data,A/V,Estado,Valor de Entrada,Caução
22/08/24,Aluguel,DF,,500
22/08/24,Aluguel,AM,,500
22/08/24,Aluguel,PE,,700
22/08/24,Aluguel,RO,,700
22/08/24,Aluguel,PR,,700
22/08/24,Venda,MG,2000,
22/08/24,Aluguel,MS,,500
22/08/24,Aluguel,PE,,700
23/08/24,Aluguel,AP,,700
23/08/24,Aluguel,TO,,500
23/08/24,Aluguel,DF,,700
23/08/24,Venda,BA,2500,
23/08/24,Venda,PE,2000,
23/08/24,Venda,CE,2500,
23/08/24,Venda,AL,2500,
23/08/24,Venda,SE,2000,
23/08/24,Venda,MA,2500,
23/08/24,Venda,PB,2500,
23/08/24,Aluguel,SP,,500
23/08/24,Venda,SP,2000,
23/08/24,Aluguel,AL,,500
23/08/24,Venda,ES,2500,
23/08/24,Aluguel,PR,,500
23/08/24,Venda,SC,2000,
23/08/24,Aluguel,BA,,500
23/08/24,Venda,SC,2500,
23/08/24,Aluguel,BA,,500
23/08/24,Venda,SC,2500,
23/08/24,Aluguel,BA,,500
23/08/24,Venda,SC,2500,
23/08/24,Aluguel,SC,,700
23/08/24,Venda,RS,2000,
23/08/24,Aluguel,BA,,500
23/08/24,Venda,SC,2500,
23/08/24,Aluguel,SC,,500
23/08/24,Venda,MG,2500,
23/08/24,Aluguel,PE,,700
23/08/24,Venda,SP,2000,
23/08/24,Aluguel,AL,,500
23/08/24,Venda,SC,2500,
23/08/24,Venda,MG,2000,
23/08/24,Aluguel,SC,,500
23/08/24,Aluguel,AL,,500
23/08/24,Aluguel,PR,,700
23/08/24,Venda,SP,2500,
23/08/24,Aluguel,DF,,600
23/08/24,Aluguel,CE,,700
23/08/24,Aluguel,AL,,700
23/08/24,Aluguel,AC,,700
23/08/24,Venda,MA,2500,
23/08/24,Venda,TO,2000,
23/08/24,Venda,RS,2500,
23/08/24,Aluguel,BA,,500
23/08/24,Aluguel,MT,,500
23/08/24,Aluguel,PB,,700
24/08/24,Venda,RN,2000,
24/08/24,Venda,PI,2500,
24/08/24,Venda,BA,2500,
24/08/24,Venda,PE,2000,
24/08/24,Venda,CE,2500,
24/08/24,Venda,AL,2500,
24/08/24,Venda,SE,2000,
24/08/24,Venda,MA,2500,
24/08/24,Venda,PB,2500,
24/08/24,Venda,RN,2000,
24/08/24,Aluguel,PR,,700
24/08/24,Venda,SC,2500,
24/08/24,Aluguel,BA,,700
24/08/24,Venda,MG,2000,
24/08/24,Aluguel,RS,,700
24/08/24,Venda,PE,2500,
24/08/24,Aluguel,MG,,700
24/08/24,Venda,PE,2000,
24/08/24,Aluguel,MG,,700
24/08/24,Venda,PE,2000,
24/08/24,Aluguel,MG,,700
24/08/24,Venda,PE,2000,
24/08/24,Aluguel,MG,,500
24/08/24,Venda,PE,2500,
24/08/24,Aluguel,MG,,700
24/08/24,Venda,PE,2000,
24/08/24,Aluguel,PE,,700
24/08/24,Venda,SP,2000,
24/08/24,Aluguel,AL,,500
24/08/24,Venda,SC,2500,
24/08/24,Aluguel,BA,,700
24/08/24,Venda,MG,2000,
24/08/24,Aluguel,PE,,500
24/08/24,Venda,RS,2000,
24/08/24,Aluguel,BA,,700
24/08/24,Aluguel,SC,,500
24/08/24,Aluguel,BA,,700
24/08/24,Aluguel,GO,,700
24/08/24,Aluguel,MT,,700
24/08/24,Venda,CE,2000,
24/08/24,Venda,BA,2500,
24/08/24,Aluguel,PI,,500
24/08/24,Aluguel,RJ,,500
24/08/24,Aluguel,SC,,500
24/08/24,Aluguel,DF,,700
24/08/24,Venda,PA,2000,
24/08/24,Aluguel,RN,,700
25/08/24,Venda,PI,2500,
25/08/24,Venda,BA,2500,
25/08/24,Venda,PE,2000,
25/08/24,Venda,CE,2500,
25/08/24,Venda,AL,2500,
25/08/24,Aluguel,RS,,500
25/08/24,Venda,PE,2500,
25/08/24,Aluguel,SP,,500
25/08/24,Venda,SP,2500,
25/08/24,Aluguel,AL,,500
25/08/24,Venda,ES,2500,
25/08/24,Aluguel,SP,,500
25/08/24,Venda,ES,2500,
25/08/24,Aluguel,SP,,500
25/08/24,Venda,ES,2500,
25/08/24,Aluguel,SP,,500
25/08/24,Venda,ES,2500,
25/08/24,Aluguel,AL,,700
25/08/24,Venda,SP,2000,
25/08/24,Aluguel,AL,,500
25/08/24,Venda,SC,2500,
25/08/24,Aluguel,BA,,700
25/08/24,Venda,MG,2000,
25/08/24,Aluguel,PE,,500
25/08/24,Venda,SP,2500,
25/08/24,Aluguel,PR,,700
25/08/24,Aluguel,PE,,700
25/08/24,Aluguel,PE,,500
25/08/24,Aluguel,PE,,700
25/08/24,Aluguel,PE,,500
25/08/24,Aluguel,SP,,750
25/08/24,Aluguel,AC,,500
25/08/24,Aluguel,RN,,500
25/08/24,Aluguel,PA,,500
25/08/24,Aluguel,RR,,700
25/08/24,Aluguel,ES,,500
25/08/24,Aluguel,SP,,700
25/08/24,Venda,GO,2500,
25/08/24,Aluguel,AP,,700
25/08/24,Aluguel,CE,,700
26/08/24,Venda,SE,2000,
26/08/24,Venda,MA,2500,
26/08/24,Venda,PB,2500,
26/08/24,Venda,RN,2000,
26/08/24,Venda,PI,2500,
26/08/24,Venda,GO,2500,
26/08/24,Aluguel,AM,,500
26/08/24,Aluguel,BA,,500
26/08/24,Venda,SC,2500,
26/08/24,Aluguel,PE,,700
26/08/24,Aluguel,SC,,700
26/08/24,Venda,BA,2000,
26/08/24,Aluguel,AL,,500
26/08/24,Venda,ES,2500,
26/08/24,Aluguel,PR,,500
26/08/24,Venda,SC,2000,
26/08/24,Aluguel,BA,,700
26/08/24,Venda,MG,2000,
26/08/24,Aluguel,PR,,700
26/08/24,Venda,RS,2000,
26/08/24,Aluguel,PR,,700
26/08/24,Venda,RS,2000,
26/08/24,Aluguel,PR,,700
26/08/24,Venda,RS,2000,
26/08/24,Aluguel,BA,,500
26/08/24,Venda,SC,2500,
26/08/24,Aluguel,BA,,700
26/08/24,Venda,MG,2000,
26/08/24,Aluguel,PE,,500
26/08/24,Venda,SP,2500,
26/08/24,Aluguel,PR,,700
26/08/24,Venda,RS,2000,
26/08/24,Aluguel,SC,,500
26/08/24,Aluguel,AL,,500
26/08/24,Aluguel,PR,,700
26/08/24,Aluguel,AL,,500
26/08/24,Aluguel,PR,,700
26/08/24,Aluguel,AL,,500
26/08/24,Aluguel,PB,,500
26/08/24,Aluguel,AP,,700
26/08/24,Aluguel,AP,,700
26/08/24,Aluguel,RO,,500
26/08/24,Venda,RS,2500,
26/08/24,Venda,MG,2000,
26/08/24,Aluguel,MS,,500
26/08/24,Aluguel,AM,,500
26/08/24,Aluguel,PI,,700
26/08/24,Aluguel,GO,,500
27/08/24,Venda,AM,2500,
27/08/24,Aluguel,SC,,500
27/08/24,Aluguel,BA,,700
27/08/24,Venda,PE,2500,
27/08/24,Aluguel,AM,,500
27/08/24,Venda,SP,2000,
27/08/24,Aluguel,RJ,,500
27/08/24,Aluguel,PR,,500
27/08/24,Venda,SC,2500,
27/08/24,Venda,PI,2500,
27/08/24,Aluguel,BA,,500
27/08/24,Venda,RS,2500,
27/08/24,Aluguel,RS,,700
27/08/24,Venda,PE,2500,
27/08/24,Aluguel,SP,,500
27/08/24,Venda,SP,2500,
27/08/24,Aluguel,SC,,500
27/08/24,Venda,MG,2500,
27/08/24,Aluguel,SC,,500
27/08/24,Venda,MG,2500,
27/08/24,Aluguel,SC,,500
27/08/24,Venda,MG,2500,
27/08/24,Aluguel,PE,,700
27/08/24,Venda,MG,2000,
27/08/24,Aluguel,PE,,500
27/08/24,Venda,SP,2500,
27/08/24,Aluguel,PR,,700
27/08/24,Venda,RS,2000,
27/08/24,Aluguel,SC,,500
27/08/24,Venda,MG,2500,
27/08/24,Aluguel,PE,,700
27/08/24,Aluguel,BA,,700
27/08/24,Aluguel,SC,,500
27/08/24,Aluguel,BA,,700
27/08/24,Aluguel,SC,,500
27/08/24,Aluguel,PE,,500
27/08/24,Aluguel,MS,,500
27/08/24,Aluguel,RO,,500
27/08/24,Aluguel,ES,,500
27/08/24,Venda,TO,2000,
27/08/24,Aluguel,SC,,700
27/08/24,Aluguel,BA,,500
27/08/24,Aluguel,MT,,700
27/08/24,Aluguel,AC,,700
28/08/24,Aluguel,MA,,700
28/08/24,Venda,BA,2500,
28/08/24,Venda,PE,2000,
28/08/24,Venda,CE,2500,
28/08/24,Venda,AL,2500,
28/08/24,Aluguel,SP,,700
28/08/24,Aluguel,MG,,700
28/08/24,Aluguel,ES,,700
28/08/24,Aluguel,BA,,700
28/08/24,Aluguel,PE,,700
28/08/24,Aluguel,CE,,700
28/08/24,Aluguel,AL,,700
28/08/24,Aluguel,SE,,700
28/08/24,Aluguel,MA,,700
28/08/24,Aluguel,PB,,700
28/08/24,Aluguel,MG,,700
28/08/24,Venda,SP,2000,
28/08/24,Aluguel,AL,,500
28/08/24,Venda,ES,2500,
28/08/24,Aluguel,PR,,500
28/08/24,Venda,SC,2000,
28/08/24,Aluguel,PE,,700
28/08/24,Venda,SP,2000,
28/08/24,Aluguel,PE,,700
28/08/24,Venda,SP,2000,
28/08/24,Aluguel,PE,,700
28/08/24,Venda,SP,2000,
28/08/24,Aluguel,SP,,500
28/08/24,Venda,PR,2500,
28/08/24,Aluguel,PR,,700
28/08/24,Venda,RS,2000,
28/08/24,Aluguel,SC,,500
28/08/24,Venda,MG,2500,
28/08/24,Aluguel,PE,,700
28/08/24,Venda,SP,2000,
28/08/24,Aluguel,AL,,500
28/08/24,Aluguel,PE,,500
28/08/24,Aluguel,PE,,700
28/08/24,Aluguel,PE,,500
28/08/24,Aluguel,PE,,700
28/08/24,Venda,SP,2500,
28/08/24,Aluguel,AL,,700
28/08/24,Aluguel,RR,,500
28/08/24,Aluguel,PE,,500
28/08/24,Aluguel,RJ,,500
28/08/24,Aluguel,SP,,500
28/08/24,Aluguel,DF,,700
28/08/24,Aluguel,PA,,500
28/08/24,Venda,CE,2500,
28/08/24,Aluguel,BA,,700
29/08/24,Aluguel,RS,,700
29/08/24,Aluguel,SC,,700
29/08/24,Aluguel,PR,,700
29/08/24,Aluguel,GO,,700
29/08/24,Aluguel,DF,,700
29/08/24,Aluguel,TO,,700
29/08/24,Aluguel,PA,,700
29/08/24,Aluguel,AM,,700
29/08/24,Aluguel,AC,,700
29/08/24,Aluguel,RO,,700
29/08/24,Aluguel,RR,,700
29/08/24,Aluguel,AP,,700
29/08/24,Aluguel,MT,,700
29/08/24,Aluguel,SC,,500
29/08/24,Venda,PR,2500,
29/08/24,Aluguel,BA,,700
29/08/24,Venda,MG,2000,
29/08/24,Aluguel,RS,,700
29/08/24,Venda,PE,2500,
29/08/24,Aluguel,AL,,500
29/08/24,Venda,SC,2500,
29/08/24,Aluguel,AL,,500
29/08/24,Venda,SC,2500,
29/08/24,Aluguel,AL,,500
29/08/24,Venda,SC,2500,
29/08/24,Aluguel,SC,,700
29/08/24,Venda,RS,2000,
29/08/24,Aluguel,SC,,500
29/08/24,Venda,MG,2500,
29/08/24,Aluguel,PE,,700
29/08/24,Venda,SP,2000,
29/08/24,Aluguel,BA,,700
29/08/24,Aluguel,PR,,700
29/08/24,Aluguel,AL,,500
29/08/24,Venda,MG,2000,
29/08/24,Aluguel,AL,,500
29/08/24,Aluguel,PR,,700
29/08/24,Aluguel,GO,,500
29/08/24,Aluguel,SE,,700
29/08/24,Aluguel,MA,,700
29/08/24,Aluguel,ES,,700
29/08/24,Venda,MG,2000,
29/08/24,Venda,GO,2500,
29/08/24,Venda,AP,2000,
29/08/24,Aluguel,RN,,500
29/08/24,Aluguel,SE,,700
29/08/24,Aluguel,MS,,700
29/08/24,Aluguel,RN,,700
30/08/24,Aluguel,PI,,700
30/08/24,Aluguel,BA,,700
30/08/24,Aluguel,PE,,700
30/08/24,Aluguel,CE,,700
30/08/24,Aluguel,AL,,700
30/08/24,Aluguel,SE,,700
30/08/24,Aluguel,MA,,700
30/08/24,Venda,GO,2500,
30/08/24,Aluguel,AM,,500
30/08/24,Aluguel,BA,,500
30/08/24,Aluguel,SP,,700
30/08/24,Venda,PE,2000,
30/08/24,Aluguel,SP,,500
30/08/24,Venda,SP,2500,
30/08/24,Aluguel,AL,,500
30/08/24,Venda,ES,2500,
30/08/24,Aluguel,BA,,700
30/08/24,Venda,MG,2000,
30/08/24,Aluguel,BA,,700
30/08/24,Venda,MG,2000,
30/08/24,Aluguel,BA,,700
30/08/24,Venda,MG,2000,
30/08/24,Aluguel,MG,,500
30/08/24,Venda,PE,2500,
30/08/24,Aluguel,PE,,700
30/08/24,Venda,SP,2000,
30/08/24,Aluguel,AL,,500
30/08/24,Venda,SC,2500,
30/08/24,Venda,SP,2500,
30/08/24,Aluguel,SC,,500
30/08/24,Venda,SC,2500,
30/08/24,Aluguel,PR,,700
30/08/24,Venda,RS,2000,
30/08/24,Aluguel,SC,,500
30/08/24,Aluguel,DF,,500
30/08/24,Aluguel,PI,,500
30/08/24,Aluguel,PI,,500
30/08/24,Venda,RS,2500,
30/08/24,Aluguel,PR,,700
30/08/24,Aluguel,MS,,500
30/08/24,Aluguel,AM,,500
30/08/24,Aluguel,PB,,500
30/08/24,Aluguel,AL,,700
31/08/24,Venda,SC,2500,
31/08/24,Aluguel,PE,,700
31/08/24,Aluguel,SC,,700
31/08/24,Venda,BA,2000,
31/08/24,Aluguel,GO,,500
31/08/24,Venda,AM,2500,
31/08/24,Aluguel,SC,,500
31/08/24,Aluguel,BA,,700
31/08/24,Venda,PE,2500,
31/08/24,Aluguel,AM,,500
31/08/24,Venda,SP,2000,
31/08/24,Aluguel,AL,,700
31/08/24,Venda,TO,2000,
31/08/24,Aluguel,SE,,500
31/08/24,Aluguel,AL,,500
31/08/24,Venda,ES,2500,
31/08/24,Aluguel,PR,,500
31/08/24,Venda,SC,2000,
31/08/24,Aluguel,BA,,700
31/08/24,Venda,MG,2000,
31/08/24,Aluguel,SP,,500
31/08/24,Venda,PR,2500,
31/08/24,Aluguel,SP,,500
31/08/24,Venda,PR,2500,
31/08/24,Aluguel,SP,,500
31/08/24,Venda,PR,2500,
31/08/24,Aluguel,AL,,700
31/08/24,Venda,SP,2000,
31/08/24,Aluguel,AL,,500
31/08/24,Venda,SC,2500,
31/08/24,Aluguel,BA,,700
31/08/24,Venda,MG,2000,
8/31/2024,Aluguel,PE,,500
8/31/2024,Venda,MG,2000,
8/31/2024,Aluguel,BA,,700
8/31/2024,Aluguel,SC,,500
8/31/2024,Aluguel,BA,,700
8/31/2024,Aluguel,MG,,650
8/31/2024,Venda,BA,2000,
8/31/2024,Venda,TO,2000,
8/31/2024,Aluguel,RN,,700
8/31/2024,Aluguel,SC,,500
8/31/2024,Aluguel,BA,,500
8/31/2024,Aluguel,MT,,500
8/31/2024,Aluguel,AC,,700
8/31/2024,Venda,SE,2000,
